name,mu,sigma,trueskill
POWorkerRush,39.969639589352205,3.468613295987325,29.56379970139023
POLightRush,26.237614972853905,2.4859644240612635,18.779721700670116
POHeavyRush,21.253428741884882,2.4920725461958844,13.77721110329723
PORangedRush,8.351719772683518,3.0734987337830626,-0.8687764286656705
